12561 10
7656 5 1
11917 0 1
10212 0 1
3561 0 1
576 0 1
6823 0 3
5118 0 1
7724 4 1
7838 4 1
965 3 1
10587 0 3
8626 0 1
9737 0 1
3102 0 1
1397 0 1
7628 0 28
4643 0 1
7961 0 1
7187 3 1
7594 3 1
9024 2 2
11136 0 1
8423 0 1
3907 0 1
1946 0 1
7409 0 2
5448 0 1
10350 3 1
7725 2 1
4328 4 1
10933 0 1
8972 0 22
12474 0 1
2321 0 2
3688 0 3
1743 0 3
7974 0 21
5245 0 1
8291 0 1
792 3 1
9680 0 1
191 3 1
11738 0 1
8753 0 1
10111 5 1
2118 0 4
157 0 14
6644 0 1
7755 0 1
5794 0 1
9592 1 1
6203 3 1
11279 0 22
9574 0 18
2923 0 1
962 0 1
10584 3 1
4464 0 14
8198 4 1
12084 0 2
10123 0 1
6945 3 1
759 0 1
6990 0 38
5029 0 10
3303 3 1
2686 3 1
10498 0 1
11865 0 1
9904 0 2
3269 0 32
1308 0 1
6771 0 3
4810 0 1
1740 3 1
7758 0 18
4307 6 1
10295 0 1
8334 0 1
4074 0 1
1089 0 1
7320 0 23
5631 0 1
8175 3 1
993 4 1
11100 0 1
9139 0 12
2488 0 2
3615 0 1
1910 0 1
8141 0 3
5156 0 1
8840 0 2
3405 4 1
11649 0 1
8920 0 1
2285 0 1
324 0 1
6555 0 1
7922 0 1
5961 0 1
756 3 1
907 3 1
8285 3 1
3769 3 1
6953 6 1
11446 0 31
9485 0 1
2834 0 1
105 0 1
6336 0 1
4391 0 1
5758 0 1
10447 5 1
12251 0 1
9266 0 1
10520 0 1
2631 0 8
670 0 1
7157 0 33
4172 0 30
9196 0 2
5690 2 1
10665 0 1
11776 0 1
10087 0 39
3436 0 8
1475 0 1
6682 0 1
4977 0 6
7895 5 1
12165 3 1
10462 0 1
8501 0 1
3985 0 3
1256 0 1
7503 0 1
5542 0 1
11011 0 1
8282 0 10
12552 0 15
3782 0 1
1821 0 1
7284 0 2
5323 0 2
4388 3 1
7867 3 1
11409 6 1
1170 5 1
10792 0 6
8847 0 1
12349 0 1
2196 0 1
491 0 1
1602 0 1
7833 0 4
6128 0 5
11647 3 1
1099 6 1
8196 5 1
11613 0 1
9652 0 1
3001 0 2
16 0 1
7296 5 1
4558 0 12
5669 0 17
1472 3 1
7534 4 1
12162 0 4
9433 0 3
2798 0 10
837 0 1
7068 0 2
4339 0 2
12087 0 1
2949 2 1
1738 4 1
11959 0 1
9998 0 2
3347 0 35
618 0 1
6849 0 1
4888 0 1
7281 5 1
4287 6 1
10373 0 2
8668 0 1
9779 0 10
3128 0 1
1183 0 1
7670 0 1
8844 3 2
8634 3 1
11178 0 18
8193 0 6
3949 0 2
1988 0 1
7195 0 3
5490 0 3
4987 6 1
9464 4 1
10975 0 2
9014 0 13
12516 0 1
2363 0 3
402 0 2
1769 0 2
8000 0 1
6055 0 1
10468 3 1
12176 0 26
4336 3 1
10941 1 1
12482 3 1
11524 0 3
8795 0 10
2144 0 6
199 0 1
6430 0 1
7797 0 1
5836 0 1
11305 0 1
9344 0 1
2709 0 7
1004 0 25
6211 0 1
4250 0 1
9776 3 1
7729 2 1
563 3 1
12126 0 22
10165 0 1
3514 0 19
529 0 1
7016 0 24
5071 0 1
4813 0 1
10540 0 1
8579 0 14
9946 0 1
3311 0 1
1350 0 1
7581 0 1
4852 0 1
2360 3 1
9443 6 1
4386 4 1
230 4 1
1634 6 1
10321 0 1
8360 0 2
3860 0 1
1131 0 26
7362 0 24
5401 0 1
11952 0 1
9215 3 2
3675 3 1
8342 3 1
8422 4 1
10886 0 2
10230 5 1
12427 0 1
2530 0 1
3641 0 1
1680 0 1
8183 0 32
5198 0 1
4532 0 1
9009 2 2
6190 6 1
11691 0 1
8706 0 1
2071 0 1
366 0 1
6597 0 1
7708 0 1
6003 0 1
7534 6 1
7930 3 2
11472 0 1
9527 0 1
2876 0 1
915 0 1
6378 0 28
8576 3 1
12412 6 1
5 8 1
8876 5 1
12037 0 3
9308 0 1
2657 0 33
696 0 11
6943 0 1
4214 0 13
6958 0 1
1128 3 1
7958 4 1
9681 3 1
1110 6 1
10707 0 1
11818 0 2
9857 0 23
3222 0 1
1517 0 1
6724 0 3
4763 0 28
8180 3 1
7307 3 1
10488 0 1
8543 0 1
4027 0 1
1042 0 3
11688 3 2
5568 0 1
11087 3 1
8112 1 1
11386 6 1
11053 0 1
9092 0 1
2441 0 3
3808 0 1
1863 0 1
10436 6 1
5365 0 1
3456 4 1
3790 3 1
10834 0 1
8873 0 11
10231 5 1
12391 0 1
2238 0 4
277 0 1
1644 0 23
7875 0 1
5914 0 1
8855 1 1
11399 0 3
9694 0 10
3043 0 1
58 0 1
6289 0 1
4584 0 21
5711 0 13
5760 2 1
4760 3 1
8574 4 1
1073 4 1
4566 3 1
10301 6 1
12204 0 30
9219 0 1
2568 0 1
879 0 1
7110 0 31
4125 0 3
7095 5 1
12019 3 1
2806 3 1
10467 2 1
11553 3 1
11985 0 1
10024 0 19
3389 0 1
1428 0 1
6891 0 35
9089 5 1
4313 2 1
9855 3 1
4427 6 1
8904 4 1
10415 0 1
8454 0 1
9821 0 1
3170 0 6
1209 0 17
7440 0 1
6591 0 1
7872 3 1
11220 0 1
8235 0 3
3735 0 3
981 5 1
7237 0 19
5276 0 9
11984 3 1
654 4 1
11001 0 1
9040 0 1
12302 0 5
2405 0 29
444 0 1
1555 0 1
8042 0 1
9216 3 1
3 3 1
3889 3 1
10464 5 1
11566 0 24
9605 0 24
2954 0 1
225 0 3
6456 0 1
4511 0 12
5878 0 1
8255 5 1
6438 3 1
11347 0 1
9386 0 6
2751 0 4
790 0 1
6253 0 7
4292 0 2
4875 3 1
12152 0 21
10207 0 1
3556 0 2
571 0 1
6802 0 1
5097 0 1
3732 3 1
978 2 1
12134 3 1
10582 0 1
8621 0 3
9732 0 11
3081 0 1
1376 0 1
7623 0 1
7685 5 1
4428 4 1
10363 0 1
8402 0 1
4095 5 1
3902 0 1
1941 0 1
7404 0 28
5443 0 20
12168 3 1
7987 3 1
9417 4 1
90 6 1
10912 0 1
8967 0 1
12469 0 4
2316 0 1
3683 0 3
1722 0 1
7953 0 23
5224 0 9
2748 3 1
8448 6 1
38 8 1
11733 0 1
8748 0 1
2097 0 2
11068 0 1
6639 0 1
7750 0 1
4401 0 1
9587 3 1
7540 4 1
2456 0 3
11514 0 1
9553 0 1
2918 0 8
957 0 14
6164 0 1
4459 0 7
4759 0 20
6537 3 1
12079 0 1
10118 0 28
3467 0 30
738 0 21
6969 0 26
5008 0 4
9501 2 1
2850 2 1
10845 4 1
235 6 1
4839 3 1
1753 4 1
10749 0 1
11860 0 17
9899 0 2
3248 0 1
1303 0 1
6766 0 1
4805 0 39
3680 3 1
3230 3 1
2613 3 1
10274 0 1
8569 0 10
4069 0 28
1084 0 14
7315 0 27
5610 0 1
10103 6 1
5464 0 11
9637 6 1
1050 3 1
11095 0 1
9134 0 1
2483 0 2
3594 0 1
1889 0 1
8120 0 1
5151 0 1
7519 6 1
9850 5 1
10876 0 2
8915 0 2
2264 0 1
319 0 1
6550 0 6
7917 0 1
5956 0 1
8888 0 1
11459 3 1
2863 3 1
11425 0 6
9720 0 5
2829 0 7
100 0 1
6331 0 1
4370 0 1
5737 0 1
8653 6 1
66 3 1
12246 0 1
9261 0 9
2610 0 2
649 0 1
7136 0 2
4167 0 1
7320 3 1
5182 4 1
10660 0 1
12027 0 36
10066 0 2
3431 0 1
1470 0 1
6677 0 3
4972 0 1
4938 3 1
8870 3 1
10441 0 1
8480 0 1
3980 0 3
1251 0 1
7482 0 1
5521 0 1
7990 0 28
11262 0 4
8277 0 5
12547 0 33
3761 0 1
1800 0 1
10389 2 1
8684 6 1
6328 3 1
9761 3 1
1165 3 2
10787 0 16
9082 0 2
12328 0 5
2191 0 1
486 0 1
1597 0 23
11414 0 1
6123 0 1
4164 3 1
10097 4 1
2437 0 1
11592 0 1
9647 0 1
2996 0 1
11 0 1
6498 0 1
4537 0 6
5648 0 13
6685 0 1
3428 3 1
4980 0 10
7513 4 1
11389 0 3
9428 0 1
2777 0 1
816 0 1
7063 0 1
4334 0 2
10788 0 17
1733 4 1
1230 6 1
11938 0 1
10233 0 4
3342 0 1
613 0 1
6844 0 5
11321 2 2
5013 3 1
244 4 1
8857 4 1
2134 0 5
10608 0 1
8663 0 1
9774 0 4
3123 0 7
1162 0 2
7649 0 22
7727 5 1
11918 3 1
7406 0 23
5810 0 1
10590 3 1
11173 0 2
8444 0 1
3928 0 4
1983 0 1
7190 0 27
5485 0 1
4612 6 1
10954 0 31
8993 0 23
12511 0 22
2358 0 3
397 0 1
1764 0 3
7995 0 29
6034 0 1
4329 3 1
11775 0 1
8790 0 1
2139 0 5
178 0 2
6409 0 1
7776 0 1
5831 0 1
7943 6 1
11300 0 1
9595 0 1
2688 0 27
999 0 1
6206 0 4
4245 0 1
3120 3 1
11673 3 2
12105 0 1
10144 0 1
3509 0 2
524 0 12
7011 0 28
5050 0 3
8588 0 1
10535 0 1
11902 0 1
9941 0 1
3290 0 2
1329 0 1
7560 0 1
4847 0 1
9324 6 1
4861 0 20
4328 6 1
10316 0 1
8355 0 1
3855 0 1
1126 0 1
7357 0 1
5396 0 10
2136 3 1
3336 6 1
660 4 1
5211 3 1
11121 0 1
9160 0 2
12422 0 12
2525 0 9
3636 0 1
1675 0 1
8162 0 27
9592 3 3
1058 2 2
379 3 1
11103 1 1
11686 0 15
8957 0 1
2050 0 3
345 0 1
6576 0 1
7703 0 33
5998 0 1
6151 3 1
759 2 1
6990 6 1
11467 0 1
9506 0 1
2871 0 1
910 0 1
6373 0 2
4412 0 4
4378 3 1
12272 0 6
9303 0 13
2652 0 1
691 0 1
6922 0 2
11415 6 1
3852 3 1
3235 3 2
12254 3 1
10702 0 2
11813 0 1
10108 0 1
3201 0 1
1496 0 20
6719 0 2
4758 0 1
1672 3 1
1071 3 1
11100 2 1
10483 0 1
8522 0 2
4022 0 3
1037 0 1
7524 0 5
5563 0 1
8107 3 1
4428 6 1
11032 0 1
8319 0 1
2436 0 5
3803 0 1
1842 0 1
8073 0 7
12184 0 1
0 6 1
10829 0 3
8868 0 1
12370 0 1
2217 0 6
256 0 1
1639 0 1
7870 0 1
9300 3 1
7471 0 1
7789 5 1
87 3 1
3717 3 1
11634 0 1
9673 0 1
3038 0 1
53 0 1
6284 0 1
4579 0 1
5690 0 19
8199 4 1
12416 6 1
7123 3 1
12199 0 30
9470 0 3
2563 0 1
858 0 1
7089 0 7
4104 0 18
9004 4 1
3285 0 1
11980 0 1
10019 0 1
3368 0 2
1423 0 1
6886 0 4
4925 0 1
4826 0 1
189 4 1
12401 4 1
2733 3 2
10394 0 2
8689 0 1
9800 0 7
3165 0 1
1204 0 1
7435 0 2
4706 0 31
7250 1 1
1170 3 1
11215 0 1
8230 0 1
3714 0 1
2009 0 6
7216 0 1
5271 0 1
8866 5 1
7815 3 1
889 4 1
7120 4 1
10996 0 1
9035 0 1
12537 0 1
2384 0 5
439 0 1
1550 0 18
8037 0 1
6076 0 4
2560 3 1
10345 3 1
9433 6 1
11545 0 1
8816 0 1
2949 0 2
220 0 3
6451 0 19
4490 0 1
5857 0 1
8464 4 1
9205 3 1
3665 3 1
11342 0 3
9381 0 1
2730 0 5
769 0 1
6232 0 1
4287 0 1
12147 0 1
10186 0 1
3551 0 2
566 0 1
6797 0 1
5092 0 1
5268 3 1
4651 3 2
10561 0 1
8600 0 3
9983 0 1
3076 0 1
1371 0 1
10993 5 1
9032 3 2
9464 6 1
9332 5 1
10358 0 3
8397 0 4
3881 0 1
1920 0 1
7399 0 28
5438 0 1
4318 4 1
10907 0 1
9202 0 1
12448 0 10
2311 0 29
3678 0 3
1717 0 3
7948 0 1
5219 0 1
7071 0 23
11712 0 1
8743 0 8
2092 0 2
131 0 1
6618 0 1
12144 3 2
5768 0 23
10645 6 1
11509 0 3
9548 0 1
2897 0 1
936 0 1
6159 0 1
4454 0 1
10131 3 1
10426 6 1
9514 3 1
10086 4 1
12058 0 3
9329 0 7
3462 0 1
733 0 1
6964 0 2
5003 0 2
7396 3 1
5435 5 1
1634 4 1
6930 3 2
10728 0 3
11855 0 1
9894 0 20
3243 0 4
1282 0 1
6745 0 1
4784 0 27
4766 3 2
10269 0 1
8564 0 6
11200 0 14
1079 0 1
7310 0 24
5605 0 1
8231 0 1
128 3 1
9620 0 29
9147 3 1
3623 3 1
10642 5 1
11074 0 1
9113 0 1
2478 0 22
3589 0 2
1884 0 1
8115 0 28
5130 0 1
9845 3 2
10871 0 1
8910 0 1
12412 0 1
2259 0 9
298 0 3
6529 0 3
7896 0 1
5951 0 1
3459 5 1
5000 3 1
7284 3 1
4399 3 1
4717 4 1
8386 4 1
11393 0 1
11420 0 2
9715 0 11
7141 3 3
95 0 1
6326 0 1
4365 0 1
5732 0 17
3240 3 1
12225 0 32
9240 0 3
2605 0 1
644 0 1
7131 0 2
4146 0 22
6936 0 9
10095 3 1
12292 4 1
5977 0 1
8429 6 1
249 3 1
10655 0 1
12022 0 37
10061 0 18
3410 0 1
1449 0 20
6656 0 1
4967 0 2
8112 3 2
4350 2 1
231 4 1
9092 2 1
10436 0 2
8475 0 11
9842 0 14
3975 0 4
11790 5 1
7477 0 1
5516 0 4
780 4 1
4714 3 1
11241 0 2
8256 0 4
3756 0 3
1795 0 1
7258 0 1
5297 0 1
499 3 1
675 4 1
10782 0 1
9077 0 1
12323 0 1
2426 0 8
465 0 1
1576 0 1
7823 0 2
6118 0 14
7128 3 1
7304 6 1
1558 3 1
9219 2 1
11587 0 2
9626 0 1
11703 0 22
2991 0 1
6 0 1
6493 0 8
10970 2 2
5643 0 3
9120 0 11
7394 4 1
5547 4 1
11368 0 14
9423 0 1
2772 0 1
811 0 1
7042 0 29
4313 0 11
6129 3 1
10716 3 1
11350 3 1
2738 3 1
11044 0 1
11933 0 10
10228 0 1
3577 0 2
592 0 1
6839 0 1
4878 0 18
1792 3 1
1191 3 2
4224 3 1
9577 3 2
981 3 1
10603 0 15
8642 0 25
9753 0 2
3118 0 1
1157 0 1
7644 0 15
4659 0 1
6951 3 1
11152 0 1
8439 0 1
3923 0 1
1962 0 1
7169 0 1
8590 2 1
3592 0 3
11566 6 1
10949 0 1
8988 0 1
12490 0 1
2337 0 41
3704 0 1
1759 0 1
10332 6 1
6029 0 11
808 3 1
9210 3 1
3686 3 1
4178 6 1
11754 0 1
8769 0 1
10241 0 1
173 0 1
6404 0 22
7771 0 4
10225 5 1
8536 0 1
6219 3 1
4687 3 1
1913 3 1
11295 0 1
9590 0 2
2939 0 1
978 0 2
6185 0 3
4224 0 13
4656 3 1
7200 4 1
4462 3 1
12100 0 1
10139 0 34
3488 0 1
519 0 1
7006 0 30
5045 0 2
8587 3 1
3319 3 1
10514 0 1
11881 0 1
9920 0 1
7997 3 1
1324 0 1
7555 0 1
8985 5 1
6938 2 1
11431 4 1
1139 3 1
10311 0 21
8350 0 4
4090 0 1
1105 0 21
7336 0 1
5391 0 25
11116 0 1
9155 0 1
4154 3 1
2504 0 36
3631 0 1
1670 0 1
8157 0 3
5172 0 1
2936 3 1
3421 4 1
11082 3 1
11665 0 1
8936 0 1
2301 0 40
340 0 1
6571 0 1
7682 0 26
10136 3 1
4561 3 2
7003 5 1
9651 4 1
11462 0 14
9501 0 16
2850 0 5
121 0 4
6352 0 15
4407 0 1
5739 0 1
5433 9 1
12267 0 5
9282 0 1
2647 0 1
686 0 1
6917 0 1
4188 0 1
7818 4 1
2613 1 1
5203 4 1
10681 0 19
11792 0 1
10103 0 26
3452 0 1
1491 0 1
6698 0 3
4737 0 2
7713 4 1
2801 3 1
10478 0 7
8517 0 1
4001 0 1
1272 0 1
7519 0 10
5558 0 1
9100 1 1
6550 6 1
11027 0 2
8298 0 3
3464 5 1
3798 0 1
1837 0 1
8068 0 1
5339 0 28
4404 3 2
12399 3 1
9720 2 1
10808 0 1
8863 0 2
12365 0 3
2212 0 1
507 0 1
1618 0 1
7849 0 1
5888 0 1
4768 4 1
6126 3 1
9856 3 1
11629 0 1
9668 0 1
3017 0 13
32 0 1
6279 0 1
4574 0 1
10100 3 1
12212 1 1
4153 0 1
14 3 1
9017 3 2
3431 2 1
10983 0 17
12178 0 14
9449 0 1
2814 0 9
853 0 1
7084 0 1
4099 0 1
12501 4 1
6899 3 2
11975 0 1
10014 0 2
3363 0 14
634 0 1
6865 0 2
4904 0 1
10423 3 1
8894 4 1
2696 0 1
10389 0 3
8684 0 1
9795 0 1
3144 0 3
1199 0 1
7430 0 1
4701 0 1
11173 5 1
9699 4 1
3126 3 1
11194 0 21
8209 0 1
3965 0 12
2004 0 1
7211 0 15
5250 0 1
6276 3 1
1563 3 1
9224 4 1
7115 4 1
10991 0 1
9030 0 3
12532 0 1
2379 0 28
418 0 1
1785 0 1
11392 0 1
6071 0 21
10454 5 1
11540 0 1
8811 0 1
2160 0 4
215 0 2
6446 0 2
4485 0 1
5852 0 1
3360 3 1
11355 3 1
11321 0 4
9360 0 1
2725 0 1
1020 0 1
6227 0 4
8681 5 1
8240 4 1
12142 0 1
10181 0 1
3530 0 3
545 0 1
7032 0 2
5087 0 1
2913 2 1
6175 6 1
11676 4 1
10556 0 12
8595 0 4
9962 0 2
3327 0 28
1366 0 1
7597 0 1
4612 0 19
7384 0 1
10337 0 1
8376 0 2
3876 0 18
1147 0 1
7378 0 2
5417 0 30
8975 3 1
8358 3 1
795 4 1
10902 0 39
9197 0 3
12443 0 6
2546 0 26
3657 0 2
1696 0 1
7943 0 23
5214 0 10
4748 4 1
1678 3 1
8165 1 1
1061 3 1
11707 0 1
8722 0 1
2087 0 3
6398 5 1
6613 0 1
7724 0 1
5763 0 5
4467 3 1
11488 0 1
9543 0 1
2892 0 8
931 0 1
6394 0 2
4433 0 1
2858 3 1
5448 4 1
9006 5 1
9324 0 12
2673 0 14
712 0 21
6959 0 1
4998 0 2
5456 2 1
111 6 1
4328 8 1
5748 6 1
9697 3 1
77 3 1
10723 0 5
11834 0 1
9873 0 2
3238 0 6
1533 0 1
6740 0 3
4779 0 2
11340 3 1
10248 0 1
8559 0 1
4043 0 2
1058 0 1
7545 0 2
5584 0 1
11103 3 1
5760 3 1
11069 0 1
9108 0 1
2457 0 1
3824 0 1
1879 0 1
8110 0 2
5125 0 1
8306 3 1
4336 6 1
2871 2 1
10850 0 29
8889 0 8
12407 0 1
2254 0 6
293 0 1
1660 0 1
7891 0 1
5930 0 1
5685 0 22
4378 1 1
1626 3 1
11415 0 2
9710 0 10
3059 0 17
74 0 1
6305 0 1
4600 0 21
5727 0 21
2186 2 1
4776 3 1
8220 4 1
7320 4 1
4582 3 1
12220 0 2
9235 0 1
2584 0 35
895 0 22
7126 0 1
4141 0 1
10634 0 1
12001 0 2
10040 0 1
3405 0 13
1444 0 1
6907 0 1
9105 5 1
5404 0 1
210 4 1
1410 3 1
10431 0 2
8470 0 1
9837 0 1
4237 6 1
1225 0 25
7456 0 1
5511 0 20
7888 3 1
775 4 1
7287 3 1
11236 0 1
8251 0 1
3751 0 2
2046 0 5
7253 0 1
5292 0 1
5724 3 1
10761 0 16
9056 0 1
12318 0 1
2421 0 20
460 0 1
1571 0 1
8058 0 1
6097 0 7
10840 3 1
10665 4 1
11582 0 1
9621 0 18
2970 0 5
241 0 1
6472 0 9
4527 0 11
5638 0 1
3382 2 1
6886 6 1
11363 0 1
9402 0 2
6349 3 1
2767 0 1
806 0 21
6269 0 1
4308 0 1
9168 0 3
4891 3 1
10099 4 1
11912 0 1
10223 0 1
3572 0 3
587 0 13
6818 0 2
5113 0 1
5488 5 1
12150 3 2
10598 0 2
8637 0 3
9748 0 2
3097 0 1
1392 0 1
7639 0 34
4654 0 1
1973 0 1
7120 6 1
8105 3 3
10121 3 1
11147 0 1
8418 0 1
3918 0 6
1957 0 1
7420 0 1
5459 0 4
4524 3 1
9433 4 1
7364 1 1
4339 4 1
10928 0 1
8983 0 1
13 0 1
12485 0 2
2332 0 12
3699 0 1
1738 0 5
11360 3 1
5240 0 1
9700 3 1
10910 3 1
2554 3 1
10293 3 1
11749 0 1
8764 0 2
2113 0 1
152 0 1
6655 0 1
7766 0 1
10220 3 1
1069 4 1
9779 4 1
134 3 1
11274 0 5
9569 0 12
2934 0 1
973 0 1
11401 0 1
4475 0 1
12059 0 2
8193 4 1
4735 3 1
12095 0 1
10134 0 8
3483 0 15
754 0 21
6985 0 37
5024 0 9
5456 3 1
10509 0 1
11876 0 21
9915 0 1
2231 5 1
1319 0 1
6782 0 1
4821 0 1
4204 6 1
10290 0 1
8329 0 1
4085 0 1
1100 0 1
7331 0 1
5626 0 1
890 4 1
8567 1 1
11111 0 1
9150 0 1
2499 0 4
3610 0 1
1905 0 1
8136 0 28
5167 0 1
6090 0 5
7711 3 1
10574 5 1
11660 0 1
8931 0 1
8361 6 1
2280 0 2
335 0 11
6566 0 1
7933 0 1
5972 0 1
3480 3 1
11475 3 1
11009 3 1
11441 0 1
9480 0 1
2845 0 1
116 0 1
6347 0 3
4386 0 1
5753 0 1
9718 3 1
82 3 1
5284 1 1
4784 2 1
9277 0 1
2626 0 1
665 0 1
7152 0 1
4183 0 15
7328 3 1
7813 4 1
6108 4 1
7134 3 3
5198 4 1
10676 0 1
11787 0 1
10082 0 19
3447 0 7
1486 0 1
11108 3 2
4988 0 1
252 4 1
5571 3 2
4954 3 1
10457 0 2
8496 0 1
3996 0 8
1267 0 1
7498 0 1
8928 3 1
9413 4 1
9845 1 1
4417 4 1
3345 3 1
6529 6 1
11022 0 1
8293 0 1
3777 0 3
1816 0 1
7295 0 1
5334 0 2
696 4 1
1181 3 1
10803 0 1
8842 0 1
12344 0 2
2207 0 4
502 0 1
1613 0 1
7844 0 1
6139 0 1
644 2 1
11608 0 3
9663 0 1
3012 0 15
27 0 1
6514 0 1
4553 0 1
5664 0 1
12292 6 1
2571 3 1
11590 3 1
5568 4 1
9012 5 1
12173 0 2
9444 0 2
2793 0 1
832 0 1
7079 0 2
4350 0 2
6428 5 1
11954 0 1
9993 0 1
3358 0 1
629 0 1
6860 0 4
4899 0 1
12560 3 1
6826 3 1
3756 2 1
10368 0 3
8679 0 1
9790 0 1
3139 0 2
1178 0 22
10800 3 1
11356 0 2
6136 3 1
7224 1 1
4662 3 1
11189 0 1
8204 0 1
3944 0 1
1999 0 1
7206 0 1
5501 0 1
8016 0 5
7110 4 1
10970 0 1
9009 0 11
9343 5 1
12527 0 1
2374 0 39
413 0 1
1780 0 7
8011 0 1
6050 0 1
4347 5 1
6459 3 1
5547 6 1
1129 3 1
11535 0 1
8806 0 1
2155 0 1
194 0 2
6425 0 1
7792 0 11
9213 2 1
8454 4 1
2121 1 1
6407 1 1
6839 2 1
11316 0 1
9355 0 2
2704 0 1
1015 0 1
6222 0 5
4261 0 3
9577 1 1
11689 3 1
7101 3 2
12121 0 1
10160 0 1
3525 0 1
540 0 13
7027 0 2
5066 0 1
10142 3 1
10551 0 1
8590 0 2
9957 0 1
3306 0 31
12178 6 1
7381 3 2
4863 0 1
12524 3 2
225 4 1
3704 2 1
10332 0 1
8371 0 1
3871 0 1
1142 0 2
7373 0 2
5412 0 1
7176 0 25
3352 6 1
676 4 1
3220 5 1
10881 0 28
9176 0 3
12438 0 2
2541 0 1
3652 0 3
1691 0 3
8178 0 8
9352 3 1
1012 3 1
11702 0 22
8717 0 1
2066 0 1
361 0 1
6592 0 1
7719 0 1
6014 0 3
7200 6 1
11483 0 1
9522 0 1
2887 0 3
926 0 1
10548 3 1
4428 0 12
5443 4 1
12032 0 1
9319 0 1
2668 0 1
707 0 1
6938 0 30
4209 0 18
9726 2 1
12270 3 1
8350 6 1
1105 6 1
10718 0 1
11829 0 1
9868 0 1
3217 0 4
1512 0 1
7768 5 1
4774 0 1
8995 0 1
1087 3 1
1670 6 1
10243 0 3
8538 0 1
2936 5 1
4038 0 8
1053 0 1
7540 0 1
5579 0 1
4266 0 1
8123 3 1
226 6 1
11048 0 1
9103 0 1
2452 0 1
3819 0 1
1858 0 1
8089 0 2
5360 0 18
2267 3 1
3467 4 1
121 6 1
10845 0 8
8884 0 1
12386 0 1
2233 0 1
272 0 2
1655 0 1
11421 0 1
9316 3 1
704 3 1
11394 0 1
9689 0 1
3054 0 1
69 0 1
6300 0 1
4595 0 1
5706 0 2
2181 2 1
5352 0 2
7139 3 1
7315 4 1
12215 0 3
9230 0 1
2579 0 27
874 0 1
7105 0 31
4120 0 1
10663 3 1
9134 4 1
7405 6 1
10629 0 22
11996 0 1
10035 0 1
11140 0 24
1439 0 1
6902 0 5
4941 0 1
3366 3 1
6550 4 1
10410 0 3
8449 0 8
9816 0 1
3181 0 3
1220 0 2
7451 0 1
4722 0 1
11572 3 1
1186 3 1
11231 0 1
8246 0 5
3730 0 1
2025 0 1
7232 0 6
5287 0 1
2178 1 1
4768 6 1
8637 3 1
10756 0 1
9051 0 3
12297 0 4
2400 0 1
455 0 6
1566 0 1
12212 3 1
6092 0 4
5182 8 1
11561 0 2
9600 0 1
2965 0 7
236 0 1
6467 0 11
4506 0 1
5873 0 1
11656 3 1
9431 3 1
202 3 1
8965 3 1
11358 0 2
9397 0 1
2746 0 1
785 0 1
6248 0 1
4303 0 16
11197 3 1
2129 2 1
6847 3 1
5204 4 1
11907 0 1
10202 0 1
3567 0 1
582 0 1
11228 3 1
8243 5 1
12279 5 1
5284 3 1
4667 3 1
10577 0 1
8616 0 24
9743 0 6
3092 0 8
1387 0 1
7618 0 1
9048 3 3
8359 6 1
7115 6 1
3314 3 1
9030 6 1
10116 5 1
11142 0 1
8413 0 1
3897 0 1
1936 0 1
7415 0 1
5454 0 1
1767 3 1
1150 3 1
4334 4 1
10923 0 1
8962 0 1
12464 0 32
2327 0 3
3694 0 1
1733 0 2
7964 0 1
5235 0 1
12023 0 3
8186 3 1
11728 0 1
8759 0 1
2108 0 1
147 0 1
6634 0 1
7745 0 1
5784 0 1
10661 6 1
3123 4 1
4973 6 1
11269 0 1
9564 0 31
2913 0 1
952 0 1
6175 0 5
4470 0 1
9098 4 1
8100 4 1
12074 0 1
10113 0 3
3478 0 1
749 0 1
6980 0 2
5019 0 1
9806 5 1
5451 5 1
10337 6 1
10744 0 1
11871 0 1
9910 0 1
3259 0 1
1298 0 1
10920 3 1
4800 0 39
2324 3 1
681 2 1
5232 3 1
4782 3 1
10285 0 1
8324 0 1
4064 0 24
1095 0 1
7326 0 1
5621 0 3
144 3 1
9163 3 1
5473 9 1
3429 3 3
11090 0 1
9129 0 1
2494 0 1
3605 0 1
1900 0 1
8131 0 32
5146 0 1
10144 4 1
9543 2 1
11655 0 1
8926 0 1
2275 0 1
314 0 4
6545 0 1
7912 0 1
5967 0 1
7175 5 1
4415 3 1
6845 6 1
11436 0 1
9475 0 1
2824 0 1
111 0 3
6342 0 2
4381 0 12
5748 0 19
12275 3 2
2189 3 1
12241 0 1
9256 0 1
10521 0 1
2621 0 1
660 0 1
7147 0 30
11267 0 1
1092 3 2
10111 3 1
9160 4 1
9238 3 1
2587 1 1
9645 3 1
9 3 1
10671 0 1
11782 0 1
10077 0 2
3426 0 2
1465 0 1
6672 0 1
4983 0 5
8992 3 1
10452 0 12
8491 0 1
3991 0 1
1262 0 1
7493 0 1
5532 0 2
11257 0 19
8272 0 5
12558 0 2
3772 0 2
1811 0 1
7274 0 16
5313 0 4
8257 0 1
108 3 1
2220 1 1
3738 3 1
10798 0 10
8837 0 2
12339 0 2
2186 0 1
481 0 1
1592 0 1
7839 0 2
6134 0 1
966 9 1
11006 2 2
7320 6 1
3201 4 1
11603 0 1
9642 0 2
3007 0 8
22 0 31
6509 0 1
4548 0 1
11327 0 1
4980 3 1
5563 4 1
11384 0 14
9439 0 1
2788 0 2
827 0 1
